Country,Smokers_Indicator,Smokers_Subject,Smokers_Measure,Smokers_Frequency,TIME,Smokers_Value,Smokers_Flag_Codes,Alcohol_Indicator,Alcohol_Subject,Alcohol_Measure,Alcohol_Frequency,Alcohol_Value,Alcohol_Flag_Codes,Population_Indicator,Population_Subject,Population_Measure,Population_Frequency,Population_Value,Population_Flag_Codes
AUS,SMOKERS,TOT,PC_POP15,A,1964,43.0,,ALCOHOL,TOT,LT_CAP15,A,10.1,,POP,TOT,MLN_PER,A,11.1216,
AUS,SMOKERS,TOT,PC_POP15,A,1966,40.0,,ALCOHOL,TOT,LT_CAP15,A,10.3,,POP,TOT,MLN_PER,A,11.599498,
AUS,SMOKERS,TOT,PC_POP15,A,1969,37.0,,ALCOHOL,TOT,LT_CAP15,A,11.6,,POP,TOT,MLN_PER,A,12.263014,
AUS,SMOKERS,TOT,PC_POP15,A,1974,37.8,,ALCOHOL,TOT,LT_CAP15,A,13.1,,POP,TOT,MLN_PER,A,13.722571,
AUS,SMOKERS,TOT,PC_POP15,A,1976,38.4,,ALCOHOL,TOT,LT_CAP15,A,13.1,,POP,TOT,MLN_PER,A,14.033083,
AUS,SMOKERS,TOT,PC_POP15,A,1980,36.0,,ALCOHOL,TOT,LT_CAP15,A,12.7,,POP,TOT,MLN_PER,A,14.695356,
AUS,SMOKERS,TOT,PC_POP15,A,1983,35.4,,ALCOHOL,TOT,LT_CAP15,A,12.2,,POP,TOT,MLN_PER,A,15.393472,
AUS,SMOKERS,TOT,PC_POP15,A,1986,30.6,,ALCOHOL,TOT,LT_CAP15,A,11.3,,POP,TOT,MLN_PER,A,16.01835,
AUS,SMOKERS,TOT,PC_POP15,A,1989,28.6,,ALCOHOL,TOT,LT_CAP15,A,11.0,,POP,TOT,MLN_PER,A,16.814416,
AUS,SMOKERS,TOT,PC_POP15,A,1992,26.0,,ALCOHOL,TOT,LT_CAP15,A,9.9,,POP,TOT,MLN_PER,A,17.478635,
AUS,SMOKERS,TOT,PC_POP15,A,1995,24.1,,ALCOHOL,TOT,LT_CAP15,A,9.8,,POP,TOT,MLN_PER,A,18.004882,
AUS,SMOKERS,TOT,PC_POP15,A,1998,22.1,,ALCOHOL,TOT,LT_CAP15,A,10.0,,POP,TOT,MLN_PER,A,18.607584,
AUS,SMOKERS,TOT,PC_POP15,A,2001,19.6,,ALCOHOL,TOT,LT_CAP15,A,10.0,,POP,TOT,MLN_PER,A,19.274701,
AUS,SMOKERS,TOT,PC_POP15,A,2004,17.8,,ALCOHOL,TOT,LT_CAP15,A,10.5,B,POP,TOT,MLN_PER,A,19.932722,
AUS,SMOKERS,TOT,PC_POP15,A,2007,16.9,,ALCOHOL,TOT,LT_CAP15,A,10.8,,POP,TOT,MLN_PER,A,20.827622,
AUS,SMOKERS,TOT,PC_POP15,A,2010,15.3,,ALCOHOL,TOT,LT_CAP15,A,10.4,,POP,TOT,MLN_PER,A,22.03175,
AUS,SMOKERS,TOT,PC_POP15,A,2013,13.0,,ALCOHOL,TOT,LT_CAP15,A,9.9,,POP,TOT,MLN_PER,A,23.128129,
AUS,SMOKERS,TOT,PC_POP15,A,2016,12.4,,ALCOHOL,TOT,LT_CAP15,A,9.5,,POP,TOT,MLN_PER,A,24.190907,
AUT,SMOKERS,TOT,PC_POP15,A,1972,22.9,,ALCOHOL,TOT,LT_CAP15,A,14.4,,POP,TOT,MLN_PER,A,7.544201,
AUT,SMOKERS,TOT,PC_POP15,A,1979,23.5,,ALCOHOL,TOT,LT_CAP15,A,13.6,,POP,TOT,MLN_PER,A,7.549425,
AUT,SMOKERS,TOT,PC_POP15,A,1986,25.5,,ALCOHOL,TOT,LT_CAP15,A,13.6,,POP,TOT,MLN_PER,A,7.569794,
AUT,SMOKERS,TOT,PC_POP15,A,1997,24.3,,ALCOHOL,TOT,LT_CAP15,A,12.9,,POP,TOT,MLN_PER,A,7.968041,
AUT,SMOKERS,TOT,PC_POP15,A,2006,23.2,,ALCOHOL,TOT,LT_CAP15,A,12.5,,POP,TOT,MLN_PER,A,8.267948,
AUT,SMOKERS,TOT,PC_POP15,A,2014,24.3,,ALCOHOL,TOT,LT_CAP15,A,12.2,,POP,TOT,MLN_PER,A,8.543932,
AUT,SMOKERS,TOT,PC_POP15,A,2019,20.6,,ALCOHOL,TOT,LT_CAP15,A,11.6,,POP,TOT,MLN_PER,A,8.877637,
BEL,SMOKERS,TOT,PC_POP15,A,1997,25.5,,ALCOHOL,TOT,LT_CAP15,A,10.9,,POP,TOT,MLN_PER,A,10.181246,
BEL,SMOKERS,TOT,PC_POP15,A,2001,24.1,,ALCOHOL,TOT,LT_CAP15,A,11.0,,POP,TOT,MLN_PER,A,10.286571,
BEL,SMOKERS,TOT,PC_POP15,A,2004,23.7,,ALCOHOL,TOT,LT_CAP15,A,12.1,,POP,TOT,MLN_PER,A,10.421136,
BEL,SMOKERS,TOT,PC_POP15,A,2008,20.5,,ALCOHOL,TOT,LT_CAP15,A,10.5,,POP,TOT,MLN_PER,A,10.709108,
BEL,SMOKERS,TOT,PC_POP15,A,2013,18.9,,ALCOHOL,TOT,LT_CAP15,A,10.3,,POP,TOT,MLN_PER,A,11.125033,
BEL,SMOKERS,TOT,PC_POP15,A,2018,15.4,,ALCOHOL,TOT,LT_CAP15,A,9.2,,POP,TOT,MLN_PER,A,11.40374,
CAN,SMOKERS,TOT,PC_POP15,A,1964,42.0,,ALCOHOL,TOT,LT_CAP15,A,7.6,,POP,TOT,MLN_PER,A,19.719595,
CAN,SMOKERS,TOT,PC_POP15,A,1965,42.5,,ALCOHOL,TOT,LT_CAP15,A,7.8,,POP,TOT,MLN_PER,A,20.084314,
CAN,SMOKERS,TOT,PC_POP15,A,1966,42.5,,ALCOHOL,TOT,LT_CAP15,A,8.1,,POP,TOT,MLN_PER,A,20.420867,
CAN,SMOKERS,TOT,PC_POP15,A,1967,42.0,,ALCOHOL,TOT,LT_CAP15,A,8.3,,POP,TOT,MLN_PER,A,20.795138,
CAN,SMOKERS,TOT,PC_POP15,A,1968,41.0,,ALCOHOL,TOT,LT_CAP15,A,8.3,,POP,TOT,MLN_PER,A,21.129417,
CAN,SMOKERS,TOT,PC_POP15,A,1969,40.0,,ALCOHOL,TOT,LT_CAP15,A,8.5,,POP,TOT,MLN_PER,A,21.43983,
CAN,SMOKERS,TOT,PC_POP15,A,1970,39.5,,ALCOHOL,TOT,LT_CAP15,A,8.8,,POP,TOT,MLN_PER,A,21.746497,
CAN,SMOKERS,TOT,PC_POP15,A,1971,39.5,,ALCOHOL,TOT,LT_CAP15,A,9.4,,POP,TOT,MLN_PER,A,21.962032,
CAN,SMOKERS,TOT,PC_POP15,A,1972,39.0,,ALCOHOL,TOT,LT_CAP15,A,9.9,,POP,TOT,MLN_PER,A,22.218463,
CAN,SMOKERS,TOT,PC_POP15,A,1979,34.4,,ALCOHOL,TOT,LT_CAP15,A,10.9,,POP,TOT,MLN_PER,A,24.201544,
CAN,SMOKERS,TOT,PC_POP15,A,1981,32.8,,ALCOHOL,TOT,LT_CAP15,A,10.8,,POP,TOT,MLN_PER,A,24.819915,
CAN,SMOKERS,TOT,PC_POP15,A,1983,31.2,,ALCOHOL,TOT,LT_CAP15,A,10.2,,POP,TOT,MLN_PER,A,25.366451,
CAN,SMOKERS,TOT,PC_POP15,A,1985,30.4,,ALCOHOL,TOT,LT_CAP15,A,9.8,,POP,TOT,MLN_PER,A,25.842116,
CAN,SMOKERS,TOT,PC_POP15,A,1986,28.3,,ALCOHOL,TOT,LT_CAP15,A,9.6,,POP,TOT,MLN_PER,A,26.100278,
CAN,SMOKERS,TOT,PC_POP15,A,1988,30.8,,ALCOHOL,TOT,LT_CAP15,A,9.4,,POP,TOT,MLN_PER,A,26.791747,
CAN,SMOKERS,TOT,PC_POP15,A,1989,31.0,,ALCOHOL,TOT,LT_CAP15,A,8.8,B,POP,TOT,MLN_PER,A,27.276781,
CAN,SMOKERS,TOT,PC_POP15,A,1990,28.2,,ALCOHOL,TOT,LT_CAP15,A,8.5,,POP,TOT,MLN_PER,A,27.691138,
CAN,SMOKERS,TOT,PC_POP15,A,1991,25.9,,ALCOHOL,TOT,LT_CAP15,A,8.2,,POP,TOT,MLN_PER,A,28.03742,
CAN,SMOKERS,TOT,PC_POP15,A,1994,25.5,,ALCOHOL,TOT,LT_CAP15,A,7.4,,POP,TOT,MLN_PER,A,29.000663,
CAN,SMOKERS,TOT,PC_POP15,A,1996,24.5,,ALCOHOL,TOT,LT_CAP15,A,7.4,,POP,TOT,MLN_PER,A,29.610218,
CAN,SMOKERS,TOT,PC_POP15,A,1998,23.8,,ALCOHOL,TOT,LT_CAP15,A,7.3,,POP,TOT,MLN_PER,A,30.155173,
CAN,SMOKERS,TOT,PC_POP15,A,2001,22.4,,ALCOHOL,TOT,LT_CAP15,A,7.6,,POP,TOT,MLN_PER,A,31.020902,
CAN,SMOKERS,TOT,PC_POP15,A,2003,18.7,,ALCOHOL,TOT,LT_CAP15,A,7.7,,POP,TOT,MLN_PER,A,31.644028,
CAN,SMOKERS,TOT,PC_POP15,A,2005,17.3,,ALCOHOL,TOT,LT_CAP15,A,8.0,B,POP,TOT,MLN_PER,A,32.243753,
CAN,SMOKERS,TOT,PC_POP15,A,2007,18.2,,ALCOHOL,TOT,LT_CAP15,A,8.4,,POP,TOT,MLN_PER,A,32.889025,
CAN,SMOKERS,TOT,PC_POP15,A,2008,17.5,,ALCOHOL,TOT,LT_CAP15,A,8.4,,POP,TOT,MLN_PER,A,33.247118,
CAN,SMOKERS,TOT,PC_POP15,A,2009,16.2,,ALCOHOL,TOT,LT_CAP15,A,8.4,,POP,TOT,MLN_PER,A,33.628895,
CAN,SMOKERS,TOT,PC_POP15,A,2010,16.3,,ALCOHOL,TOT,LT_CAP15,A,8.4,,POP,TOT,MLN_PER,A,34.004889,
CAN,SMOKERS,TOT,PC_POP15,A,2011,15.7,,ALCOHOL,TOT,LT_CAP15,A,8.2,,POP,TOT,MLN_PER,A,34.339328,
CAN,SMOKERS,TOT,PC_POP15,A,2012,16.1,,ALCOHOL,TOT,LT_CAP15,A,8.3,,POP,TOT,MLN_PER,A,34.714222,
CAN,SMOKERS,TOT,PC_POP15,A,2013,14.9,,ALCOHOL,TOT,LT_CAP15,A,8.2,,POP,TOT,MLN_PER,A,35.082954,
CAN,SMOKERS,TOT,PC_POP15,A,2014,14.0,,ALCOHOL,TOT,LT_CAP15,A,8.0,,POP,TOT,MLN_PER,A,35.437435,
CAN,SMOKERS,TOT,PC_POP15,A,2015,13.1,B,ALCOHOL,TOT,LT_CAP15,A,8.0,,POP,TOT,MLN_PER,A,35.702908,
CAN,SMOKERS,TOT,PC_POP15,A,2016,12.5,,ALCOHOL,TOT,LT_CAP15,A,8.1,,POP,TOT,MLN_PER,A,36.109487,
CAN,SMOKERS,TOT,PC_POP15,A,2017,12.0,,ALCOHOL,TOT,LT_CAP15,A,8.2,,POP,TOT,MLN_PER,A,36.545236,
CAN,SMOKERS,TOT,PC_POP15,A,2018,11.3,,ALCOHOL,TOT,LT_CAP15,A,8.2,,POP,TOT,MLN_PER,A,37.065084,
CAN,SMOKERS,TOT,PC_POP15,A,2019,10.3,,ALCOHOL,TOT,LT_CAP15,A,8.0,,POP,TOT,MLN_PER,A,37.60123,
CAN,SMOKERS,TOT,PC_POP15,A,2020,9.4,,ALCOHOL,TOT,LT_CAP15,A,8.1,,POP,TOT,MLN_PER,A,38.037204,
CZE,SMOKERS,TOT,PC_POP15,A,1993,26.1,,ALCOHOL,TOT,LT_CAP15,A,11.5,D,POP,TOT,MLN_PER,A,10.330607,
CZE,SMOKERS,TOT,PC_POP15,A,1996,26.2,,ALCOHOL,TOT,LT_CAP15,A,11.6,D,POP,TOT,MLN_PER,A,10.315353,
CZE,SMOKERS,TOT,PC_POP15,A,1999,23.5,,ALCOHOL,TOT,LT_CAP15,A,11.9,D,POP,TOT,MLN_PER,A,10.282784,
CZE,SMOKERS,TOT,PC_POP15,A,2002,24.1,,ALCOHOL,TOT,LT_CAP15,A,11.9,D,POP,TOT,MLN_PER,A,10.200774,
CZE,SMOKERS,TOT,PC_POP15,A,2003,27.2,B,ALCOHOL,TOT,LT_CAP15,A,12.1,D,POP,TOT,MLN_PER,A,10.201651,
CZE,SMOKERS,TOT,PC_POP15,A,2004,25.4,,ALCOHOL,TOT,LT_CAP15,A,11.5,D,POP,TOT,MLN_PER,A,10.206923,
CZE,SMOKERS,TOT,PC_POP15,A,2005,24.3,,ALCOHOL,TOT,LT_CAP15,A,12.0,D,POP,TOT,MLN_PER,A,10.234092,
CZE,SMOKERS,TOT,PC_POP15,A,2006,23.4,,ALCOHOL,TOT,LT_CAP15,A,11.9,D,POP,TOT,MLN_PER,A,10.266646,
CZE,SMOKERS,TOT,PC_POP15,A,2007,24.0,,ALCOHOL,TOT,LT_CAP15,A,12.1,D,POP,TOT,MLN_PER,A,10.322689,
CZE,SMOKERS,TOT,PC_POP15,A,2008,21.8,,ALCOHOL,TOT,LT_CAP15,A,12.1,D,POP,TOT,MLN_PER,A,10.429692,
CZE,SMOKERS,TOT,PC_POP15,A,2009,23.8,,ALCOHOL,TOT,LT_CAP15,A,12.1,D,POP,TOT,MLN_PER,A,10.491492,
CZE,SMOKERS,TOT,PC_POP15,A,2010,22.8,,ALCOHOL,TOT,LT_CAP15,A,11.4,D,POP,TOT,MLN_PER,A,10.517247,
CZE,SMOKERS,TOT,PC_POP15,A,2011,21.7,,ALCOHOL,TOT,LT_CAP15,A,11.5,D,POP,TOT,MLN_PER,A,10.496672,
CZE,SMOKERS,TOT,PC_POP15,A,2012,22.9,,ALCOHOL,TOT,LT_CAP15,A,11.6,D,POP,TOT,MLN_PER,A,10.509286,
CZE,SMOKERS,TOT,PC_POP15,A,2013,22.2,,ALCOHOL,TOT,LT_CAP15,A,11.5,D,POP,TOT,MLN_PER,A,10.510719,
CZE,SMOKERS,TOT,PC_POP15,A,2014,22.3,,ALCOHOL,TOT,LT_CAP15,A,11.9,D,POP,TOT,MLN_PER,A,10.524783,
CZE,SMOKERS,TOT,PC_POP15,A,2015,18.2,,ALCOHOL,TOT,LT_CAP15,A,11.5,D,POP,TOT,MLN_PER,A,10.542942,
CZE,SMOKERS,TOT,PC_POP15,A,2016,19.6,,ALCOHOL,TOT,LT_CAP15,A,11.7,D,POP,TOT,MLN_PER,A,10.565284,
CZE,SMOKERS,TOT,PC_POP15,A,2017,18.4,,ALCOHOL,TOT,LT_CAP15,A,11.6,D,POP,TOT,MLN_PER,A,10.589526,
CZE,SMOKERS,TOT,PC_POP15,A,2018,21.1,,ALCOHOL,TOT,LT_CAP15,A,11.8,D,POP,TOT,MLN_PER,A,10.62643,
CZE,SMOKERS,TOT,PC_POP15,A,2019,18.1,,ALCOHOL,TOT,LT_CAP15,A,11.9,D,POP,TOT,MLN_PER,A,10.669324,
CZE,SMOKERS,TOT,PC_POP15,A,2020,16.6,,ALCOHOL,TOT,LT_CAP15,A,11.6,D,POP,TOT,MLN_PER,A,10.700155,
DNK,SMOKERS,TOT,PC_POP15,A,1970,57.5,,ALCOHOL,TOT,LT_CAP15,A,9.7,D,POP,TOT,MLN_PER,A,4.928748,
DNK,SMOKERS,TOT,PC_POP15,A,1971,56.0,,ALCOHOL,TOT,LT_CAP15,A,10.0,D,POP,TOT,MLN_PER,A,4.963126,
DNK,SMOKERS,TOT,PC_POP15,A,1972,55.0,,ALCOHOL,TOT,LT_CAP15,A,10.8,D,POP,TOT,MLN_PER,A,4.991596,
DNK,SMOKERS,TOT,PC_POP15,A,1973,54.5,,ALCOHOL,TOT,LT_CAP15,A,11.7,D,POP,TOT,MLN_PER,A,5.021862,
DNK,SMOKERS,TOT,PC_POP15,A,1974,55.0,,ALCOHOL,TOT,LT_CAP15,A,11.4,D,POP,TOT,MLN_PER,A,5.045298,
DNK,SMOKERS,TOT,PC_POP15,A,1975,53.0,,ALCOHOL,TOT,LT_CAP15,A,12.3,D,POP,TOT,MLN_PER,A,5.059862,
DNK,SMOKERS,TOT,PC_POP15,A,1976,54.0,,ALCOHOL,TOT,LT_CAP15,A,12.7,D,POP,TOT,MLN_PER,A,5.072597,
DNK,SMOKERS,TOT,PC_POP15,A,1977,53.0,,ALCOHOL,TOT,LT_CAP15,A,12.3,D,POP,TOT,MLN_PER,A,5.08842,
DNK,SMOKERS,TOT,PC_POP15,A,1978,51.5,,ALCOHOL,TOT,LT_CAP15,A,11.7,D,POP,TOT,MLN_PER,A,5.104248,
DNK,SMOKERS,TOT,PC_POP15,A,1979,51.0,,ALCOHOL,TOT,LT_CAP15,A,12.3,D,POP,TOT,MLN_PER,A,5.116802,
DNK,SMOKERS,TOT,PC_POP15,A,1980,50.5,,ALCOHOL,TOT,LT_CAP15,A,12.4,D,POP,TOT,MLN_PER,A,5.123027,
DNK,SMOKERS,TOT,PC_POP15,A,1981,49.0,,ALCOHOL,TOT,LT_CAP15,A,12.9,D,POP,TOT,MLN_PER,A,5.121572,
DNK,SMOKERS,TOT,PC_POP15,A,1982,48.0,,ALCOHOL,TOT,LT_CAP15,A,13.3,D,POP,TOT,MLN_PER,A,5.11781,
DNK,SMOKERS,TOT,PC_POP15,A,1983,48.5,,ALCOHOL,TOT,LT_CAP15,A,13.7,D,POP,TOT,MLN_PER,A,5.114297,
DNK,SMOKERS,TOT,PC_POP15,A,1984,47.0,,ALCOHOL,TOT,LT_CAP15,A,13.0,D,POP,TOT,MLN_PER,A,5.111619,
DNK,SMOKERS,TOT,PC_POP15,A,1985,46.5,,ALCOHOL,TOT,LT_CAP15,A,13.1,D,POP,TOT,MLN_PER,A,5.113691,
DNK,SMOKERS,TOT,PC_POP15,A,1986,49.0,,ALCOHOL,TOT,LT_CAP15,A,12.8,D,POP,TOT,MLN_PER,A,5.120534,
DNK,SMOKERS,TOT,PC_POP15,A,1987,46.0,,ALCOHOL,TOT,LT_CAP15,A,12.5,D,POP,TOT,MLN_PER,A,5.127024,
DNK,SMOKERS,TOT,PC_POP15,A,1988,44.5,,ALCOHOL,TOT,LT_CAP15,A,12.5,D,POP,TOT,MLN_PER,A,5.129517,
DNK,SMOKERS,TOT,PC_POP15,A,1989,44.0,,ALCOHOL,TOT,LT_CAP15,A,12.2,D,POP,TOT,MLN_PER,A,5.132594,
DNK,SMOKERS,TOT,PC_POP15,A,1990,44.5,,ALCOHOL,TOT,LT_CAP15,A,12.3,D,POP,TOT,MLN_PER,A,5.140939,
DNK,SMOKERS,TOT,PC_POP15,A,1991,44.0,,ALCOHOL,TOT,LT_CAP15,A,12.2,D,POP,TOT,MLN_PER,A,5.154298,
DNK,SMOKERS,TOT,PC_POP15,A,1992,42.5,,ALCOHOL,TOT,LT_CAP15,A,12.5,D,POP,TOT,MLN_PER,A,5.17137,
DNK,SMOKERS,TOT,PC_POP15,A,1993,42.0,,ALCOHOL,TOT,LT_CAP15,A,12.3,D,POP,TOT,MLN_PER,A,5.189377,
DNK,SMOKERS,TOT,PC_POP15,A,1994,37.0,B,ALCOHOL,TOT,LT_CAP15,A,12.5,D,POP,TOT,MLN_PER,A,5.204994,
DNK,SMOKERS,TOT,PC_POP15,A,1995,35.5,,ALCOHOL,TOT,LT_CAP15,A,12.7,D,POP,TOT,MLN_PER,A,5.227861,
DNK,SMOKERS,TOT,PC_POP15,A,1996,34.0,,ALCOHOL,TOT,LT_CAP15,A,12.7,D,POP,TOT,MLN_PER,A,5.261503,
DNK,SMOKERS,TOT,PC_POP15,A,1997,32.0,,ALCOHOL,TOT,LT_CAP15,A,12.6,D,POP,TOT,MLN_PER,A,5.28422,
DNK,SMOKERS,TOT,PC_POP15,A,1998,31.0,,ALCOHOL,TOT,LT_CAP15,A,12.1,D,POP,TOT,MLN_PER,A,5.301304,
DNK,SMOKERS,TOT,PC_POP15,A,1999,31.0,,ALCOHOL,TOT,LT_CAP15,A,12.1,D,POP,TOT,MLN_PER,A,5.319111,
DNK,SMOKERS,TOT,PC_POP15,A,2000,30.5,,ALCOHOL,TOT,LT_CAP15,A,12.2,D,POP,TOT,MLN_PER,A,5.337344,
DNK,SMOKERS,TOT,PC_POP15,A,2001,29.5,,ALCOHOL,TOT,LT_CAP15,A,12.0,D,POP,TOT,MLN_PER,A,5.355082,
DNK,SMOKERS,TOT,PC_POP15,A,2002,28.0,,ALCOHOL,TOT,LT_CAP15,A,11.8,D,POP,TOT,MLN_PER,A,5.374255,
DNK,SMOKERS,TOT,PC_POP15,A,2003,28.0,,ALCOHOL,TOT,LT_CAP15,A,12.0,D,POP,TOT,MLN_PER,A,5.387174,
DNK,SMOKERS,TOT,PC_POP15,A,2004,26.0,,ALCOHOL,TOT,LT_CAP15,A,11.8,D,POP,TOT,MLN_PER,A,5.401177,
DNK,SMOKERS,TOT,PC_POP15,A,2005,26.0,,ALCOHOL,TOT,LT_CAP15,A,11.8,D,POP,TOT,MLN_PER,A,5.415978,
DNK,SMOKERS,TOT,PC_POP15,A,2006,25.0,,ALCOHOL,TOT,LT_CAP15,A,11.6,D,POP,TOT,MLN_PER,A,5.434567,
DNK,SMOKERS,TOT,PC_POP15,A,2007,24.0,,ALCOHOL,TOT,LT_CAP15,A,11.6,D,POP,TOT,MLN_PER,A,5.457415,
DNK,SMOKERS,TOT,PC_POP15,A,2008,23.0,,ALCOHOL,TOT,LT_CAP15,A,11.3,D,POP,TOT,MLN_PER,A,5.489022,
DNK,SMOKERS,TOT,PC_POP15,A,2009,19.0,,ALCOHOL,TOT,LT_CAP15,A,10.6,D,POP,TOT,MLN_PER,A,5.519441,
DNK,SMOKERS,TOT,PC_POP15,A,2010,20.9,B,ALCOHOL,TOT,LT_CAP15,A,10.8,D,POP,TOT,MLN_PER,A,5.543819,
DNK,SMOKERS,TOT,PC_POP15,A,2013,17.0,,ALCOHOL,TOT,LT_CAP15,A,10.0,D,POP,TOT,MLN_PER,A,5.608784,
DNK,SMOKERS,TOT,PC_POP15,A,2017,16.9,,ALCOHOL,TOT,LT_CAP15,A,9.7,D,POP,TOT,MLN_PER,A,5.760694,
FIN,SMOKERS,TOT,PC_POP15,A,1978,26.6,,ALCOHOL,TOT,LT_CAP15,A,7.9,,POP,TOT,MLN_PER,A,4.752527,
FIN,SMOKERS,TOT,PC_POP15,A,1979,27.2,,ALCOHOL,TOT,LT_CAP15,A,7.8,,POP,TOT,MLN_PER,A,4.764691,
FIN,SMOKERS,TOT,PC_POP15,A,1980,26.1,,ALCOHOL,TOT,LT_CAP15,A,7.9,,POP,TOT,MLN_PER,A,4.779537,
FIN,SMOKERS,TOT,PC_POP15,A,1981,27.2,,ALCOHOL,TOT,LT_CAP15,A,8.0,,POP,TOT,MLN_PER,A,4.799962,
FIN,SMOKERS,TOT,PC_POP15,A,1982,24.4,,ALCOHOL,TOT,LT_CAP15,A,7.9,,POP,TOT,MLN_PER,A,4.826931,
FIN,SMOKERS,TOT,PC_POP15,A,1983,24.9,,ALCOHOL,TOT,LT_CAP15,A,7.9,,POP,TOT,MLN_PER,A,4.855786,
FIN,SMOKERS,TOT,PC_POP15,A,1984,24.6,,ALCOHOL,TOT,LT_CAP15,A,8.1,,POP,TOT,MLN_PER,A,4.881806,
FIN,SMOKERS,TOT,PC_POP15,A,1985,22.8,,ALCOHOL,TOT,LT_CAP15,A,8.0,,POP,TOT,MLN_PER,A,4.902202,
FIN,SMOKERS,TOT,PC_POP15,A,1986,25.1,,ALCOHOL,TOT,LT_CAP15,A,8.5,,POP,TOT,MLN_PER,A,4.91815,
FIN,SMOKERS,TOT,PC_POP15,A,1987,26.7,,ALCOHOL,TOT,LT_CAP15,A,8.8,,POP,TOT,MLN_PER,A,4.932123,
FIN,SMOKERS,TOT,PC_POP15,A,1988,26.7,,ALCOHOL,TOT,LT_CAP15,A,9.0,,POP,TOT,MLN_PER,A,4.946487,
FIN,SMOKERS,TOT,PC_POP15,A,1989,25.9,,ALCOHOL,TOT,LT_CAP15,A,9.4,,POP,TOT,MLN_PER,A,4.96437,
FIN,SMOKERS,TOT,PC_POP15,A,1990,25.9,,ALCOHOL,TOT,LT_CAP15,A,9.5,,POP,TOT,MLN_PER,A,4.986433,
FIN,SMOKERS,TOT,PC_POP15,A,1991,27.0,,ALCOHOL,TOT,LT_CAP15,A,9.2,,POP,TOT,MLN_PER,A,5.013737,
FIN,SMOKERS,TOT,PC_POP15,A,1992,26.0,,ALCOHOL,TOT,LT_CAP15,A,8.9,,POP,TOT,MLN_PER,A,5.04199,
FIN,SMOKERS,TOT,PC_POP15,A,1993,23.9,,ALCOHOL,TOT,LT_CAP15,A,8.4,,POP,TOT,MLN_PER,A,5.066452,
FIN,SMOKERS,TOT,PC_POP15,A,1994,22.7,,ALCOHOL,TOT,LT_CAP15,A,8.2,,POP,TOT,MLN_PER,A,5.088324,
FIN,SMOKERS,TOT,PC_POP15,A,1995,24.0,,ALCOHOL,TOT,LT_CAP15,A,8.3,,POP,TOT,MLN_PER,A,5.107787,
FIN,SMOKERS,TOT,PC_POP15,A,1996,22.4,,ALCOHOL,TOT,LT_CAP15,A,8.2,,POP,TOT,MLN_PER,A,5.124573,
FIN,SMOKERS,TOT,PC_POP15,A,1997,24.1,,ALCOHOL,TOT,LT_CAP15,A,8.6,,POP,TOT,MLN_PER,A,5.139839,
FIN,SMOKERS,TOT,PC_POP15,A,1998,25.1,,ALCOHOL,TOT,LT_CAP15,A,8.6,,POP,TOT,MLN_PER,A,5.153499,
FIN,SMOKERS,TOT,PC_POP15,A,1999,23.2,,ALCOHOL,TOT,LT_CAP15,A,8.6,,POP,TOT,MLN_PER,A,5.16547,
FIN,SMOKERS,TOT,PC_POP15,A,2000,23.4,,ALCOHOL,TOT,LT_CAP15,A,8.6,,POP,TOT,MLN_PER,A,5.176203,
FIN,SMOKERS,TOT,PC_POP15,A,2001,23.8,,ALCOHOL,TOT,LT_CAP15,A,9.0,,POP,TOT,MLN_PER,A,5.188005,
FIN,SMOKERS,TOT,PC_POP15,A,2002,23.4,,ALCOHOL,TOT,LT_CAP15,A,9.2,,POP,TOT,MLN_PER,A,5.200598,
FIN,SMOKERS,TOT,PC_POP15,A,2003,22.2,,ALCOHOL,TOT,LT_CAP15,A,9.3,,POP,TOT,MLN_PER,A,5.21301,
FIN,SMOKERS,TOT,PC_POP15,A,2004,23.0,,ALCOHOL,TOT,LT_CAP15,A,9.9,,POP,TOT,MLN_PER,A,5.228173,
FIN,SMOKERS,TOT,PC_POP15,A,2005,21.8,,ALCOHOL,TOT,LT_CAP15,A,10.0,,POP,TOT,MLN_PER,A,5.2461,
FIN,SMOKERS,TOT,PC_POP15,A,2006,21.4,,ALCOHOL,TOT,LT_CAP15,A,10.1,,POP,TOT,MLN_PER,A,5.266266,
FIN,SMOKERS,TOT,PC_POP15,A,2007,20.6,,ALCOHOL,TOT,LT_CAP15,A,10.5,,POP,TOT,MLN_PER,A,5.288719,
FIN,SMOKERS,TOT,PC_POP15,A,2008,20.4,,ALCOHOL,TOT,LT_CAP15,A,10.3,,POP,TOT,MLN_PER,A,5.313398,
FIN,SMOKERS,TOT,PC_POP15,A,2009,18.6,,ALCOHOL,TOT,LT_CAP15,A,10.0,,POP,TOT,MLN_PER,A,5.338867,
FIN,SMOKERS,TOT,PC_POP15,A,2010,19.0,,ALCOHOL,TOT,LT_CAP15,A,9.7,,POP,TOT,MLN_PER,A,5.363341,
FIN,SMOKERS,TOT,PC_POP15,A,2011,17.8,,ALCOHOL,TOT,LT_CAP15,A,9.8,,POP,TOT,MLN_PER,A,5.388272,
FIN,SMOKERS,TOT,PC_POP15,A,2012,17.0,,ALCOHOL,TOT,LT_CAP15,A,9.3,,POP,TOT,MLN_PER,A,5.413967,
